id|password
std0077|3aea1efc650086b5
std0078|cd199ec3adbd96fa
std0079|878229a90fcc25b5
std0080|d9467e3d4975a24a
std0081|26aa0e4a6b6ec2e5
std0082|00a67f011724c80f
std0083|90e921957135e835
std0084|8a169a7b4d7df774
std0085|ad5727202459b6b1
std0086|b7ed5fb1451ff417
std0087|b28593995d5960d0
std0088|7e91fcf1b600c2c2
std0089|53b6c361184799a3
std0090|63bf6878aeac8032
std0091|7982e7f11ee88bd5
std0092|24a798fe5f13353e
std0093|343886783e6e3180
std0094|59cf0046ab784c0e
std0095|5ed30bd4aa43fc12
std0096|1c8b577222d1e3be
std0097|fde39b9b551e2b59
std0098|d3f90de917238e5d
std0099|6528ec4921338266
std0100|eec588913b970084
std0101|5c394407047e0d27
std0102|aaa28372b2ff704e
std0103|aa36fddbfeeeb738
std0104|1457684adb9c1c7a
std0105|f2a321680dfc0ed2
std0106|cd4d3b6cd43c4ae4
std0107|329a48ebc2087ed3
std0108|86200eeefa6ba2c4
std0109|5a8db71d8ee48bba
std0110|de05caf12d0960d1
std0111|0f9be244b4bd2fbc
std0112|2aa8eed7fc8bc3ce
std0113|d49ae748a5684e17
std0114|13ea79037f833a00
std0115|d0e0495e1bc61358
std0116|9367bede62244024
std0117|3260f0e7ccebc76e
std0118|021a3203197f2f7b
std0119|22fc08b2e1f0b908
std0120|270171ada91d14f0
std0121|0d7f249c62559972
std0122|b9f097aa6dcca3ab
std0123|2cacfb068880f285
std0124|62f9155e3fa6eb15
std0125|24d5d508e501c09b
std0126|1ecd26a886bb57a9
std0127|03705944a296c4dd
std0128|349a0b3131b90a10
std0129|1e3c452f4ff2ac30
std0130|4afdc953b53b520d
std0131|f384903259ec13c7
std0132|05dacd724e1c7471
std0133|682ef6df31819120
std0134|297d05db94fdcfb3
std0135|dbbae154d1a0decc
std0136|a2b7625eb6be593d
std0137|2cddd291caac7aa1
std0138|2e064749d3e7d913
std0139|813dc82e907cdfba
std0140|f0d0af4679db26e1
std0141|8c6c8c4a08ea34f9
std0142|f84d15776e8d9342
std0143|1e06c15601b5e0d1
std0144|6cbaccbfd38657e0
std0145|e637e19e3af7989b
std0146|2818df8c588ad723
std0147|b314b68bb91f3293
std0148|ac577b5c6e169af2
std0149|649698525b87877d
std0150|e3d45dadefc29648
std0151|7353eda87dcf99e4
std0152|18de60571354d333
std0153|4e6286be4d74d922
std0154|c9fd466e775b9a2b
std0155|18b484877dfe7a62
std0156|7bfef0b59f928f35
std0157|1f57d4a1b5ad8f15
std0158|28e012890f438152
std0159|712bea85403ec8f7
std0160|97a34699de054d85
std0161|0481778f0eaeebe3
std0162|e61b6f4cf72e5201
std0163|9b7270a471814490
std0164|6489231351da9d1e
std0165|2b42427badc26f9d
std0166|28e5308bcc70eb67
std0167|0cdb0c5b741b1eb6
std0168|f0d99d477749f797
std0169|3ed36a5aab360953
std0170|e73fe7d6b78ced43
std0171|078866ea1ee5e81a
std0172|d7d1d76e081804a1
std0173|a7867bdc86e4c198
std0174|6f240f697e677a71
std0175|e380e355e80188f4
std0176|d44b2775a4f68a4f
std0177|b41a3d41d4c28ca8
std0178|2f6b8d4bfb4f1958
std0179|aded7cfe9e1f5a6c
std0180|9533b6652623402f
std0181|0e2ca283c3b45c8f
std0182|d14557883e2f80ec
std0183|48f95597a87be797
std0184|fb523313b83a8b25
std0185|0a919040e6945861
std0186|90f4a0da01ee92f9
std0187|c1e48b77b8c9a164
std0188|1d051ca1d5464109
std0189|d85f72bd108c3b9a
std0190|44fb4b2df9fb926b
std0191|6d17660d2ea94a19
std0192|bb77d81c373222a7
std0193|e9c52dd67e8e2a12
std0194|9a5b933844590afa
std0195|5766bd800e32c1b7
std0196|21944ce6fca6c962
std0197|8ba8527c731fdef8
std0198|f837710d643bfd4f
std0199|873c98e0ea6590bb
std0200|79c3363718e793e5
std0201|138c6844770fbcd1
std0202|c70436d17ae20545
std0203|377bb485b13af8ea
std0204|97713ed39388692a
std0205|e8728492e021db0d
std0206|1519b5e5fcca8da9
std0207|f428feccc9a5bf32
std0208|6f54c4b66d099b9a
std0209|1816437d12bfd93b
std0210|d581d9d3956490f9
std0211|b1550cb808109a81
std0212|ec093fb33fff99b9
std0213|a8834305bd6742bc
std0214|6beda2c703bcaead
std0215|01830f4cee2ee333
std0216|7437325095216545
std0217|421de74fa463af85
std0218|d342475e74bba8eb
std0219|1a08592e03bfc60c
std0220|4594fb0ffc592755
std0221|ade49c7c9d34ad0c
std0222|f7c8f776eeb67742
std0223|f9f3eca137c996fe
std0224|903e5647c767a3d4
std0225|6df929acbabb7d62
std0226|1587d9e2175cb97b
std0227|feb5c6b9ed22c736
std0228|1c2cadccb8346248
std0229|846fa6fea5ed1cc3
std0230|f575c4bbe5960616
std0231|e41e9a4c72ef8b15
std0232|0b7f9ae507c29ddd
std0233|ff026fc1c64a0a09
std0234|aad24b3718ea8331
std0235|058e08bf1636ae2f
std0236|d5b7eb82ca48f19c
std0237|16d6326d08eb8ca7
std0238|aac4b5ee1981a1db
std0239|c9deb4a7e310f2ea
std0240|d51e937773725a45
std0241|3bd09d3f3cfff424
std0242|ca13dda5a63d4d42
std0243|a89565f4ee5f21d2
std0244|36055907ef8a9691
std0245|4ddd9f27b7121d99
std0246|50fbf7837d56d9e7
std0247|c3c6d0131264f506
std0248|94a203494c3630c5
std0249|04d3ac55ff4ab747
std0250|3e56a48f3547679f
std0251|933b3011a6f6cc2c
std0252|24324a6264d2adfb
std0253|7037707238606c8b
std0254|0d475d146826ad5d
std0255|5d0e7a9df26967ec
std0256|dd39fd80d4266fd0
std0257|0cc96647d72eab01
std0258|b4aa260c3ea6e9be
std0259|8c85c99b50e16aa8
std0260|d316647827250c2b
std0261|5606bde4af626461
std0262|67fa13e06fe684a8
std0263|9b2d867067cfd2c8
std0264|7d4555b1d2ea00ac
std0265|39227ab92ddd7c19
std0266|6dcce1552ba14f49
std0267|ffb6d9cab6cdc8b2
std0268|f5191ecefd1b9398
std0269|508218570e828e8e
std0270|1671542b0e1dd4ed
std0271|2152ef2c522667c1
std0272|cb99ceec9e53cb7e
std0273|91be5398e1683c30
std0274|1d99b2127d0f598a
std0275|c348d224b41b4e7c
std0276|3c8fe1ac7c3e650c
std0277|42ec19c43cf96e73
std0278|5e82a1fb6841d0a9
std0279|2e8b9736704f0c37
std0280|2d3ddb6cd117bd7c
std0281|cedafc9cfda3c6a8
std0282|bfe7a4c2ad29d8b8
std0283|96f6ba70999497cc
std0284|0a8cb58e07eb8c99
std0285|a0ec11841c164af5
std0286|c6b683fdad92a8e3
std0287|049825b39df17616
std0288|83c1a6404b0673a0
std0289|163ae92b7c1121b4
std0290|b5af388d6116b002
std0291|0f24c1a3df9b0be5
std0292|20d678694a55a674
std0293|b72066b576d757f0
std0294|3959d0ea720aafbe
std0295|02707cf3689837f0
std0296|7cad87d5e45afd25
std0297|5cb6cb97b48de0c8
std0298|314d2432dbc2123e
std0299|fd40bbe7ef074365
std0300|afddb025633d2370
std0301|bf50e349e4eafb0e
std0302|ca489b997bdbe2fe
std0303|6f6f843a7a97bd0e
std0304|f03b482dd99b37a0
std0305|7bc397563521cc36
std0306|a9c6a1af84a5a0e2
std0307|5f593a7cf8742a5a
std0308|64a9fc96b179a661
std0309|f1fdd22946e0d50b
std0310|114b0881fc843535
std0311|c3e30dc1b9299621
std0312|66821813508a576c
std0313|75f124f0a4db5dd2
std0314|72029b6c603093c6
std0315|0c0ffcad2c127030
std0316|8e2e60ceffdffd0d
std0317|fd37243479252a01
std0318|fb2b18fe58af495c
std0319|3820dbfdbbd67ada
std0320|e5cf5bdba1ad4145
std0321|216b884518193d5b
std0322|4e8681b064a34c8b
std0323|0f6d7a9b68761d3a
std0324|55eb4e2c67cf5549
std0325|b25dd5fbb95f19a9
std0326|ec154e8908b469c6
std0327|1b200d3ef5c26f51
std0328|1d349770f046f92d
std0329|2d7eed1cb15ef800
std0330|d3824a84e330d6d4
std0331|0ca63441c573c7d6
std0332|0f33f29ac7101be4
std0333|1827c13e057754bc
std0334|067d1a756ac58fff
std0335|e957ab00ed2da4d3
std0336|a7279060e506e0b1
std0337|63aa6b181aeeaaf5
std0338|681eeea72eed6348
std0339|2188f3ae76a5f66d
std0340|0d59a7bbc48800b4
std0341|645e5f4e15ae8a43
std0342|55bc158e1a6bc1a0
std0343|d17125c0cf2cf343
std0344|220b724337aa7b40
std0345|a97740f1a7e9aac8
std0346|197c7fa7b7a9f4f2
std0347|f63a45de88c575b8
std0348|7ef5cac3ea8ba592
std0349|5c0ae151f502a07a
std0350|6e16995e8fa1203b
std0351|f4805f54714bf8aa
std0352|90d539e25a547265
std0353|522eb725c96d1a4e
std0354|9c100ca9c19c9984
std0355|518cec6ba6de5211
std0356|2f5276fcd6625325
std0357|9bd96eff904597c0
std0358|c6a7f9ee4b98eeaf
std0359|b26d860628b1138a
std0360|4f16e16e7be4cacd
std0361|9e6cf3edc33b0c0e
std0362|c320631b71d179f7
std0363|a5051604753fbf84
std0364|c5a38a5603f241ee
std0365|df6741efcf092c31
std0366|b44d9be6783369fc
std0367|ca85da8f6df0722a
std0368|ac3ecfc6199e24f8
std0369|ffd380969b265910
std0370|81e0a906d14f8e78
std0371|b8e232db71e327dc
std0372|374897c89c1c39f5
std0373|59aa63c6b83a71e5
std0374|7a3713e26c6d222d
std0375|a28165da01f48a32
std0376|04bafb8a67887683
std0377|526f053953de4acd
std0378|ca18f545c01aedc4
std0379|ecfb338837fee587
std0380|390ef1bfbbe7595f
std0381|24d1a60dd71d8ceb
std0382|bd038a5e9fec532b
std0383|7ca3a6d1a1fb2c19
std0384|9688c4097b3d261c
std0385|d4c7a95830432a12
std0386|241cdcaec3f0be99
std0387|2003e08ffb8f9cb9
std0388|c2a0527a9eff8dc1
std0389|60649ff8715c17d1
std0390|057b62ec60239968
std0391|80328dff5db1454e
std0392|384230230397c78b
std0393|82ba9b639f13ebac
std0394|8a63a87c7bbfea57
std0395|22237c50d2e2c7f3
std0396|6cd1c4d8e828c9d0
std0397|6221013783396386
std0398|376921eb31ca3b24
std0399|5ee8bbdb277830dd
std0400|e81ac02f13fbd922
std0401|5b0ae802bf8f0910
std0402|b642402fab938260
std0403|0dabdb4f1e4ea6df
std0404|8942c6512595a97f
std0405|48ae70a75e49d8fe
std0406|5c2173f09ef42e0a
std0407|f869a0684feaa9f9
std0408|7dda4dd9f3d815d8
std0409|074084220e19f09b
std0410|c69f769d53fed63c
std0411|fe958391d4543151
std0412|2fbb5bc37fe542d2
std0413|3be821161bddbb98
std0414|ef843d9847244d13
std0415|9f1abc882913d1b7
std0416|f2f61cabe4bb0dbb
std0417|3b4c44b8d0f355ea
std0418|f5772ba59942e11b
std0419|689a32d59962daa5
std0420|f0b1101586cd82b6
std0421|1366515f82a1ef1c
std0422|e676a50cd7050417
std0423|a9c1a6cf42161bc7
std0424|6e4d099c3d17b0f7
std0425|715453117d17f671
std0426|dc9861306789dbcf
std0427|c3b1f0fa85c830bb
std0428|3b859f4f16f9646d
std0429|3173f764c3b488ba
std0430|4ae5f8d880986bed
std0431|c1245b3e9c3be54f
std0432|7a7122e375b8c13c
std0433|59f3b8ec4ab4214a
std0434|dcb4d01318f9c011
std0435|164c79d86be591a2
std0436|8dfddaac26ba93ea
std0437|d5c2a6906f0d638f
std0438|e54dfa38edb4d59a
std0439|e122e9b7f311217c
std0440|e4d3cd6fed6910fe
std0441|02c137d7701dbc3a
std0442|3995618e9d4bc8b3
std0443|49c21e780472b995
std0444|52187453bcf83f70
std0445|679ae29bfdf75585
std0446|b2baed6bb9b6825d
std0447|896a7f399520c3d5
std0448|cae26ae039b8f8a9
std0449|9c5964f8ed8c58f1
std0450|9e6d3b00d20be67f
std0451|11a7e80868b26b4f
std0452|11e54edc60ba63c9
std0453|430a0b9f734892d3
std0454|6780d1738597ef25
std0455|eb9cc0e279576d8d
std0456|befa15db36bff9c5
std0457|32de49b5aa7472b1
std0458|844ec633daee8b0b
std0459|23806a2e06761a9d
std0460|f08ddd6430ee454e
std0461|dde10fbd06c58047
std0462|d01423416a214e39
std0463|a106c108af9acaa0
std0464|e733d5f44f375e75
std0465|a10664889923ba5b
std0466|9e6c659c6ee04edd
std0467|2067d13ea09d1581
std0468|16625692f2b527ef
std0469|04b019575b5792ea
std0470|a47250b93d80ee52
std0471|98fed875ac156a02
std0472|92d523b01ee42838
std0473|1950ff80716e823a
std0474|34475d24909d2677
std0475|af6b61cb1298eea9
std0476|bd21bc01c208cb2c
std0477|be2ff4c5add2f561
std0478|cd0b149278be5e33
std0479|070503d18cd458cd
std0480|af4a92f0d5197f18
std0481|1797e6d57fdae5c5
std0482|69a02c41fc36da99
std0483|bb6c6d2418c4321b
std0484|d34e4ee6205cce06
std0485|33d218e69f50dd1d
std0486|b0f92bcda620ceaf
std0487|eebbf714da88b554
std0488|a417ece3c7c7f93b
std0489|1a58bfcc37793abd
std0490|ddf46beba2ddf669
std0491|7b7b418a0adae165
std0492|76fb0525d38b8f20
std0493|d8c1dbcf34784641
std0494|443340e4e8d86bee
std0495|0db3d99356eb3273
std0496|0c32f3a1f5a3cf80
std0497|6a2bf1eaf9ab90f9
std0498|c0181f33f3627e5b
std0499|f2d5863f1baac64b
std0500|4ec861958787e998
std0501|3a4e3f4da2a08ad5
std0502|abd3f50822aebc2d
std0503|b485d8e304d012ca
std0504|6db80b6ece500607
std0505|45f8e0229bcd9669
std0506|eeeef17257f20607
std0507|fe8ffef7979ecba7
std0508|87543cfc2932845f
std0509|df0b46856e8d24fb
std0510|16a136bd8c928616
std0511|67b7fbf68e59ad23
std0512|338a852d51b0dc84
std0513|71b852f7e67556cc
std0514|27816c3b4ccec1f5
std0515|36d4b75a4853bb59
std0516|cfb06f1bd084573a
std0517|f7dde75580d90b51
std0518|c1c39b31902329ca
std0519|776624d4f23ba258
std0520|9f0ab48cee59f226
std0521|16f4116f9faf7dc1
std0522|84e4ae068e67b0f6
std0523|a28906bcebee09e1
std0524|9783a9353a1f270e
std0525|6030210f616e45e9
std0526|7423222a174fec59
std0527|8e49916e209a1bba
std0528|95172be97ec4a727
std0529|0ce1e36f817e43b9
std0530|9de8dbc24ef00add
std0531|55d79871f3ae04c0
std0532|dc24db23587d1df6
std0533|3557953901c02ec5
std0534|e9562b6d7e812cec
std0535|7b96141544bce4c9
std0536|470207232d7d1b96
std0537|54308461855cdae9
std0538|d499b942d2c91f6f
std0539|780ddcc980999cbc
std0540|985ef1fc14cf86e3
std0541|6a0316c06a470059
std0542|d2edf17c6f9b28d9
std0543|69cbc53b2859a5af
std0544|950654043a6aa62a
std0545|cdbbca38b7467ce6
std0546|ebc0a971d95c77d4
std0547|34eacfd9ee3829f0
std0548|de73f066f80702c3
std0549|cbd7417e1afa21d4
std0550|f62bdff0a2aedf5b
std0551|1d2bd22b1b1dbb77
std0552|b14126aa37ec828c
std0553|cad86e9f161df515
std0554|fc75f624b08a91b7
std0555|cb5bdb7eebdde8bd
std0556|9ab8754bae746914
std0557|37b130a3f5253267
std0558|71050fc501396079
std0559|45dedb2e06023456
std0560|a96cacc36f0bdaf8
std0561|83df7e3110b0239e
std0562|e5bd230d4ba58638
std0563|678edd252a800d53
std0564|1d32de60fd0900bf
std0565|538057b0819a28d4
std0566|066cf9d5b805543b
std0567|a76e7245b1349226
std0568|d6b69b710e276cf0
std0569|86ef9b53518b9aac
std0570|5ce106cf6304c29b
std0571|fd1fef24984ddd46
std0572|25a02a9f7a70af52
std0573|394976154ed2d4e4
std0574|de3c62a371f682fb
std0575|18c22a7d3c3c4592
std0576|dec85e0479a5475d
std0577|9835b110ffb17c90
std0578|0616f9f1be82283f
std0579|3a4126718307a40c
std0580|ad56b4a64b0aa88a
std0581|8d67f15c7d196bd2
std0582|924cc2da0eff0665
std0583|a8d40fe82bf4b2a3
std0584|f3ae43721639112a
std0585|6acfc9b542b2bd28
std0586|9c5d211337807cd7
std0587|d69c8ccdc3c27f31
std0588|591727976b93fab8
std0589|e49f10bc72d4367c
std0590|57399d58ef50c8e1
std0591|fd8655082140c9d7
std0592|483aa4420b6e3066
std0593|068329fb33709a1c
std0594|3f6bf11409c90133
std0595|b50c8e70626ed5c8
std0596|646c68293f68b982
std0597|3550b996679dc80f
std0598|d4ea949daf13a891
std0599|ecb0b162bd448a3a
std0600|b037b8261c70591d
std0601|0aa7456580e0eebd
std0602|ce213bb5fb4d3283
std0603|665f7042985d99b0
std0604|ffe6643ca72d2428
std0605|38e09a3d46e959f9
std0606|a7a70b8fff1f0018
std0607|31b02f798992bf9e
std0608|72c20afe9474895c
std0609|a3d78a72023b2173
std0610|34b7bebb4392f75d
std0611|413af050ecddbf0d
std0612|cf9619af3ad06238
std0613|fe298f048d045495
std0614|5e3d7c2014ae358c
std0615|f8d281682b3cefff
std0616|5a94ac5c515f5e18
std0617|ce09ed9bb82f0894
std0618|5e6e771de09ac8d8
std0619|722793db944e0779
std0620|5289e9ffe4a8c493
std0621|8ad065ae17e329f9
std0622|84075ed2ac94a92f
std0623|b3d998f38ca9ad0a
std0624|3ad77c13ee2e3291
std0625|c444d3676c5be309
std0626|4a3522a17b6afe5a
std0627|17ac84b1bb7e57f6
std0628|aca06444d13f5efe
std0629|e9a1aecc18d2515d
std0630|b75f166bb56f4986
std0631|dd605cc4e6c09a05
std0632|56da77613ec7b9ac
std0633|cd0cb438dd51a5cb
std0634|e3b41dd91748c1d2
std0635|02a40dc93fb51fd5
std0636|10d5c0115400efbc
std0637|0c24f2250321ae36
std0638|1674fff2f2eee91a
std0639|2caf66259ba85869
std0640|5a571812a938abee
std0641|a0efcfc39c902ff4
std0642|42797d0a086bb48b
std0643|ec468aadb1bb0419
std0644|565c1274654e8fb5
std0645|0493e6ad66665cfa
std0646|030c2d7650dfe9dd
std0647|22642a1ebf55d887
std0648|16da68d4751e30eb
std0649|9d47ffb6ae410ddb
std0650|1e8eb083f5d83e97
std0651|49a5639225dee24c
std0652|2796d561e075c01a
std0653|020e5cc6fc8524f6
std0654|ddd0e1bc52f09b77
std0655|e159d7bd6e1527db
std0656|bf34094110cdd87c
std0657|aa8b91d357b1c104
std0658|d2fcb6b7da721546
std0659|cd720e419db435ee
std0660|6652bc6bb2fff4a0
std0661|4cc785a9e0e1b845
std0662|8eb0f7e4ba8f5e17
std0663|1251c5c7679d09e1
std0664|733c48212451df62
std0665|34f2c08d27db1a38
std0666|d46aead5dd2dc6ff
std0667|893fa4880df0929e
std0668|7998193342669c3c
std0669|8d0bdc12e12b867b
std0670|647c35bf7907736a
std0671|8bf48022a086b4ec
std0672|22447df6989c7935
std0673|498500e6f762149a
std0674|2c7db54d7b39c22a
std0675|20da070562d86df9
std0676|1e8a59a9e7c02ddf
std0677|a3d1b876945d065d
std0678|7020e8acd39abec8
std0679|6685ce6d85d15c59
std0680|a1db0ed13759900c
std0681|73e063fb549b17ef
std0682|834891af002fa0d1
std0683|dc64ccea581823f9
std0684|4a906c7e2c66727c
std0685|be4837bcd128acdc
std0686|9caf016f56c587d6
std0687|d661fda6cd6f9a8b
std0688|0e37917ae95f0434
std0689|6a114afef3a07909
std0690|0225b2571faaba3d
std0691|26065b303a8eeee9
std0692|0bfd8067f8a0a4b5
std0693|e1bb3ddbf4fb8bb8
std0694|e171b77ed95a544b
std0695|f172717b90e4f7d0
std0696|83df85df3d9f44be
std0697|82d45b3d29dfa974
std0698|eb0e7254326d0068
std0699|6a3d48386e9dd45e
std0700|ca3695961902fb0e
std0701|57dbe5564dc43fb4
std0702|3c5e776797f674ba
std0703|09cad7cd3660e55e
std0704|4793a3ec471b0397
std0705|5bfc7e29953156ea
std0706|66ca9d92bb79d6d3
std0707|4efe4b4de0c53626
std0708|81d84f4c29bb88ab
std0709|7de1063ca1d2dbb2
std0710|dcd99b70ba81ec3d
std0711|473e848c75026e01
std0712|95491d3ecdd1dc98
std0713|b1c4a53b6de99577
std0714|42f4ef93735d1bb1
std0715|7c6e6298a9c0184b
std0716|4c961ddbac94dcb6
std0717|5d254bff399d9cec
std0718|535ef58fca0e3e82
std0719|d4e9cda19fc3ef5a
std0720|ff159ee2fb4a6f27
std0721|f9dcd4ab2ab97139
std0722|15af759780ce228f
std0723|ce49e2cfa730175f
std0724|4aef8b0f5b93b8ff
std0725|1cc90af52ce0d782
std0726|de9174fad8d3607e
std0727|218fff4d7260e3c2
std0728|1425f2ff1b463195
std0729|22e1b3c41a54bd1e
std0730|da9556065f2405bf
std0731|e26cef20200cdcc0
std0732|5c2c287a2ed4033a
std0733|5b27c0d5fede0ba1
std0734|55e860e245a9e7be
std0735|0ba1b4cc554a8740
std0736|1e88eb5d7df6e6b9
std0737|f1aff0d701e10bee
std0738|514a8e0ed6ed5173
std0739|04d5f401b105c8cc
std0740|303b35fabc33a4c9
std0741|97eae537bb89c336
std0742|af8e4d0af98b173c
std0743|b3e5679d8cdb8f45
std0744|9441a0e3b144197a
std0745|b438d31c86fb2415
std0746|0b17a6884d999d52
std0747|50e6c391db6b545e
std0748|81f2fbe1aacb889a
std0749|47df477777c3b027
std0750|15791f238c15674c
std0751|519ce2d9b34323df
std0752|755a49185149dee4
std0753|c7f331702d17d632
std0754|e8457242e362bb92
std0755|7c047b59591375ae
std0756|aa437548e3a2efd4
std0757|fed0751bc002ae0b
std0758|fc0fa26ff111781b
std0759|eea9c7276cc5f3be
std0760|9039360da920a45e
std0761|438cc8d4d7304764
std0762|c1b9c9e78eb2919a
std0763|ffc8a3734bc944b7
std0764|428a0710745e1f74
std0765|e68ab7e57f2c1bb2
std0766|8eda7f5e4e0ff7a9
std0767|259d2faa2bac961c
std0768|76a3b69448c66d57
std0769|7f75e161e6413fa0
std0770|3086de63f8bbb1ae
std0771|9f05f9b3dd98c643
std0772|e1086237f58a7a93
std0773|aaac5507601a9a33
std0774|3b5a82757c209138
std0775|d7708588dc4034b7
std0776|b90638701507fffe
std0777|a0d642228a50c3a9
std0778|9dd5ee732719defd
std0779|9899bdddc507ab7f
std0780|9e417a9c359cf3c6
std0781|a69b7b5feca26519
std0782|4096a03368af7f54
std0783|587cf40f43eddfbd
std0784|b9f04f67741a39a2
std0785|749f88e25dbaebf0
std0786|f38fe590fe6ea9fc
std0787|3094ece6c70da2e4
std0788|17d7cbb7ca583ef5
std0789|e31ea59ddca29292
std0790|b01eb9c106f59900
std0791|f1d03b4c35e38f6a
std0792|6cf6ef3821832dd7
std0793|f992e31b500b1212
std0794|4729a3602696db58
std0795|9bcf158c4ce5ee4d
std0796|708e3f782c808fd4
std0797|f362cc1349517b04
std0798|bca4dee0c374679f
std0799|05922469dc8362a8
std0800|3577f5132199472e
thr001|5e8a8de4e17c6e32
thr002|c9448ff05058a3f2
thr003|2c3bae0e4df30e56
thr004|9906a85fd60efe9e
thr005|9011b576f52714a4
thr006|49c375bdccba6c08
thr007|fcd37ebe8086624a
thr008|aea342a8f65aff74
thr009|d853af6b7957acb8
thr010|d7e34fff501145a4
thr011|f5c01984c2d1fc4a
thr012|379f4ff77dc0aa9e
thr013|c009c79a8ee68193
thr014|72395539ec1ee335
thr015|8ed07ff0466a9fe9
thr016|7040a2351d084699
thr017|603f41ac7b7b788b
thr018|9256ca12b739c91c
thr019|ea6a32afb9c76771
thr020|a54f217d68f91c16
thr021|1e9d833796d35dca
thr022|4b4579f13a4e53e6
thr023|ad7bb212c19a95ef
thr024|7a3fd182e66465e6
thr025|fbd02fb79a02eab9
thr026|b67941b64878ac4e
thr027|9c193422943ddf42
thr028|6275bfbafe7bb8f0
thr029|49d78cba4d44be4b
thr030|f979d3f11bd78bdc
thr031|d1f715449437a115
thr032|b750a602ddb6e836
thr033|ef438c520039020f
thr034|4aedc13b07221f7b
thr035|3d4d1db3fad6b8ae
thr036|8671e87fdca3764b
thr037|dfce2da2018de99f
thr038|995d1f86fd54a195
thr039|a29f2bdac2d82753
thr040|256e8cb0c0f19cb2
thr041|29d1fd06b91e5a90
thr042|bcec8a1b21e9f59e
thr043|b08a33e2d07f45c1
thr044|deb45bc4d7cbe02a
thr045|12f132879f56fa3c
thr046|87c5bf0fbfec12b7
thr047|0b76e1a02293e181
thr048|17cabbfd4de2bda8
thr049|59fbee9cf591cddd
thr050|605bc44c66681957
thr051|5f4702d0974f88b0
thr052|b8dbe6f61868414d
thr053|bd841918499ba3c9
thr054|9b2b67dd87d81be6
thr055|e8242ba120704633
thr056|43304db01b64955c
thr057|a38896dabf323782
thr058|3ced854adf06eb41
thr059|cb609126c191d5c3
thr060|013edec0bd7d7723
adn001|2350564acb0a0eec
adn002|9716784bc3643424
adn003|16da10b7a6aa8915
adn004|7d027a935c7e67e0
adn005|712bf81e181c8458
adn006|ac7180841e340dbb
adn007|9205a584a2c56179
adn008|cdd0217284d5c883
adn009|f016f70533fbbbe7
adn010|671fa94b84234cc3
adn011|8794a8db05b6cccd
adn012|29a8bd93d8440f3f
adn013|8bbeb9fd5e22a1b2
adn014|85efdb573bf830a7
adn015|16d979a104f76046
adn016|01836a1915cf467b
adn017|3a2233b412576d15
adn018|d543ae7268a935b5
exm001|c4d6703f32d2d9fc
exm002|ca4e1e746626cbf2
exm003|d49218f8db0801dd
exm004|02456047808ce518
exm005|3e4856d4959ad784
exm006|bcfcee4889e82d84
exm007|ec63504e9ade038b
exm008|8edec5930c8f75f8
exm009|225e7c829823bd0f
exm010|aee84c21eba67dde
